mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
| 2685 |        57 | Maruska       | Palumbo    | 1989-10-29    | NCQLIM75H89T555U | 2020-12-02     | 622717              | samuel33@hotmail.com                 |
| 2687 |        36 | Fernando      | Rossi      | 1982-01-27    | YWVITV50B07V129U | 2021-04-22     | 622719              | gastone80@libero.it                  |
| 2690 |        54 | Bacchisio     | Ferraro    | 1983-10-05    | ZLNJYP34D04S732Z | 2021-04-23     | 622722              | jbarone@ferraro.com                  |
| 2691 |        26 | Mariapia      | Rossetti   | 1992-11-02    | MIAHPR40N69R173D | 2020-03-20     | 622723              | qferri@gentile.com                   |
| 2692 |        23 | Graziano      | Bellini    | 1977-07-21    | AYAOJF83Z63Z374E | 2019-11-21     | 622724              | gpalumbo@hotmail.com                 |
| 2693 |        46 | Tristano      | Lombardo   | 1988-11-17    | XMHRNN58J05O494V | 2018-09-20     | 622725              | graziano75@benedetti.net             |
| 2695 |         7 | Neri          | Conte      | 1988-12-07    | TGQGXV82J12Q200L | 2020-11-13     | 622727              | ferrara.umberto@desantis.it          |
| 2697 |        46 | Ivonne        | Gatti      | 1989-11-16    | XTNYFR49S57E714B | 2019-06-04     | 622729              | igentile@hotmail.com                 |
| 2698 |        47 | Abramo        | Pellegrino | 1983-01-27    | UYCHWJ29C83V204X | 2019-05-16     | 622730              | ferraro.cleopatra@libero.it          |
| 2699 |        65 | Quarto        | Testa      | 1974-10-23    | JAHUDJ39X61U078A | 2021-06-08     | 622731              | emanuel.esposito@ferri.it            |
| 2700 |        40 | Dindo         | Montanari  | 1990-04-04    | DDGVGI33Y33B886J | 2019-09-24     | 622732              | sarita.villa@yahoo.com               |
| 2702 |        35 | Lisa          | Conte      | 1989-10-09    | MIBTPD53Y68Y273X | 2020-06-15     | 622734              | gilda22@valentini.org                |
| 2703 |        54 | Damiano       | Galli      | 1973-12-30    | CBQFAD67R40X730T | 2018-10-07     | 622735              | zelida17@bruno.com                   |
| 2707 |        39 | Carlo         | Mariani    | 1985-03-26    | YCYLNI91W13V466S | 2019-12-18     | 622739              | neri06@email.it                      |
| 2708 |        50 | Rita          | Santoro    | 1981-05-04    | VMQFLJ61W69M542E | 2020-01-06     | 622740              | hcostantini@email.it                 |
| 2709 |         8 | Karim         | De rosa    | 1989-03-30    | UAJLIK94O11P553V | 2019-05-24     | 622741              | tolomeo.mariani@gatti.com            |
| 2712 |        39 | Leonardo      | Coppola    | 1972-09-25    | GAYKXO21N84M693O | 2021-04-30     | 622744              | kristel09@email.it                   |
| 2713 |        64 | Donatella     | Ferrari    | 1988-05-29    | RHZDOH25W39J871I | 2018-09-23     | 622745              | marina.battaglia@ferrari.it          |
| 2715 |         6 | Amos          | Barone     | 1990-05-14    | VFRUII42C24D790X | 2019-06-21     | 622747              | ybianco@deangelis.net                |
| 2716 |        24 | Eriberto      | Battaglia  | 1984-05-12    | XXZBLL52R73A284M | 2020-09-13     | 622748              | hector08@conte.net                   |
| 2717 |        37 | Jacopo        | Donati     | 1986-08-08    | VOPGPG99U20X076B | 2020-04-17     | 622749              | evitale@ferretti.org                 |
| 2718 |        31 | Rosolino      | De Santis  | 1976-01-13    | TIYXQU82I02S657B | 2019-11-25     | 622750              | ruth.pellegrini@conte.it             |
| 2719 |        63 | Antonino      | Ricci      | 1993-05-21    | NLZDHV66D84X121D | 2019-08-19     | 622751              | mgiordano@libero.it                  |
| 2720 |        66 | Nazzareno     | Martino    | 1977-10-06    | ENYSTA38N81Z542J | 2020-11-23     | 622752              | dtesta@libero.it                     |
| 2721 |        35 | Felicia       | Guerra     | 1988-01-06    | NDBMWR65S07T281G | 2018-09-25     | 622753              | esposito.pacifico@hotmail.com        |
| 2723 |        68 | Gelsomina     | Mariani    | 1988-11-28    | DQXLXI50H08U033V | 2018-08-06     | 622755              | messina.lauro@vitale.org             |
| 2724 |        48 | Guendalina    | Lombardo   | 1974-07-15    | FXLKIX27Z25B583V | 2018-08-16     | 622756              | zfiore@gatti.com                     |
| 2726 |        50 | Tosca         | Marino     | 1985-02-16    | NNSVQW29Z72X877C | 2018-08-29     | 622758              | basile.davis@morelli.com             |
| 2727 |         8 | Ermes         | Colombo    | 1987-05-31    | TBGOBD42F49I425X | 2019-05-17     | 622759              | felicia.martini@benedetti.it         |
| 2729 |        68 | Manfredi      | Lombardi   | 1986-03-17    | UUIXCB88S59M495Y | 2020-04-22     | 622761              | ubaldo01@gmail.com                   |
| 2730 |        17 | Antonio       | Martini    | 1977-04-19    | QBZRAM36H35I795M | 2018-07-19     | 622762              | afiore@parisi.it                     |
| 2731 |        75 | Caligola      | Grasso     | 1994-03-17    | WTADHT53G07J052P | 2021-01-17     | 622763              | ngallo@mancini.it                    |
| 2732 |        44 | Ulrico        | Esposito   | 1982-07-04    | WANPJF91I94C938Z | 2018-10-17     | 622764              | ricci.amos@mancini.com               |
| 2733 |        50 | Caligola      | D'amico    | 1993-04-27    | AHYGSG08G47F196R | 2018-08-15     | 622765              | kayla.mancini@yahoo.com              |
| 2734 |        60 | Penelope      | Marini     | 1979-07-25    | EKGMWX36R70O832M | 2019-04-19     | 622766              | derosa.matilde@libero.it             |
| 2736 |        47 | Noemi         | Bianchi    | 1994-11-01    | KIXEGG45C20P101J | 2020-01-16     | 622768              | emilia.pellegrino@yahoo.it           |
| 2738 |        56 | Oreste        | Damico     | 1987-03-30    | NWEWJG65T06T211K | 2019-04-12     | 622770              | parisi.felicia@bianco.it             |
| 2739 |        70 | Giulietta     | Palumbo    | 1987-06-16    | OHFHIG43O07Z164Y | 2019-03-31     | 622771              | alombardi@amato.com                  |
| 2740 |        36 | Maruska       | Milani     | 1992-01-26    | UNMXWT23L95J443C | 2018-08-19     | 622772              | jpalumbo@marino.com                  |
| 2742 |         9 | Zaccaria      | Barbieri   | 1982-02-02    | QTHAKK39O13M571B | 2019-05-18     | 622774              | guendalina36@riva.it                 |
| 2743 |        68 | Lia           | Vitali     | 1971-06-21    | WJSIGZ87T42U790Y | 2019-10-21     | 622775              | oreste.romano@libero.it              |
| 2744 |        41 | Enzo          | Ricci      | 1985-01-01    | JHBGOG07B94Z638F | 2019-02-02     | 622776              | vitalba39@milani.it                  |
| 2745 |        15 | Baldassarre   | Ferrara    | 1974-10-14    | PZPFTC45A47F645E | 2019-12-08     | 622777              | cvalentini@ferri.com                 |
| 2746 |        19 | Augusto       | D'angelo   | 1988-11-17    | JGLKVU71F23K830A | 2018-10-18     | 622778              | silvestri.sebastian@colombo.com      |
| 2747 |        11 | Jole          | Rinaldi    | 1984-07-21    | QPVAES67A49H525L | 2018-07-16     | 622779              | evita.galli@email.it                 |
| 2749 |         3 | Marcella      | De rosa    | 1984-08-10    | ESZGPT03G02D204X | 2018-07-12     | 622781              | luna.bruno@libero.it                 |
| 2750 |        52 | Ortensia      | Pagano     | 1987-10-17    | IWKCBF33B38L551Z | 2019-05-06     | 622782              | derosa.sirio@sanna.com               |
| 2751 |         9 | Gastone       | Grassi     | 1993-10-03    | GBLOQT56L01M625U | 2021-04-27     | 622783              | quirino.piras@yahoo.it               |
| 2752 |        15 | Concetta      | Giuliani   | 1983-10-07    | XUVXFD31Z21U447B | 2020-05-13     | 622784              | sdamico@mazza.it                     |
| 2754 |        16 | Costantino    | Orlando    | 1974-01-03    | INACOQ08Q79I891F | 2018-07-07     | 622786              | gerlando06@fontana.it                |
| 2755 |        73 | Vitalba       | Rizzo      | 1980-05-23    | TIUPKC30S26R722G | 2020-09-15     | 622787              | lia56@email.it                       |
| 2756 |        40 | Fiorenzo      | Morelli    | 1989-08-10    | GPCKVQ51L57W174U | 2019-09-03     | 622788              | nicoletta.basile@libero.it           |
| 2759 |        69 | Grazia        | Palmieri   | 1992-05-02    | QCMLDF58T01Q926T | 2021-01-24     | 622791              | lfabbri@gmail.com                    |
| 2760 |        67 | Joseph        | De Angelis | 1974-11-24    | WYNZZT79Z57K516N | 2019-09-27     | 622792              | fiorentino.farina@caputo.it          |
| 2761 |        28 | Bibiana       | Gatti      | 1981-09-06    | OULOSV26M63P300W | 2018-10-31     | 622793              | germano35@battaglia.org              |
| 2763 |        75 | Monia         | Galli      | 1990-07-19    | EHEBAS76W43N388S | 2020-08-18     | 622795              | moretti.gelsomina@grassi.org         |
| 2764 |        60 | Luce          | Riva       | 1974-10-15    | QGCVBP72J87J231K | 2020-02-05     | 622796              | prisca.ferrari@testa.com             |
| 2766 |         9 | Boris         | Pellegrini | 1989-10-21    | EEEFYU75H94R410H | 2021-03-04     | 622798              | ysanna@gmail.com                     |
| 2767 |        51 | Fortunata     | Pellegrini | 1994-09-07    | TFJIZJ03Z30U128M | 2018-12-08     | 622799              | cvitali@yahoo.it                     |
| 2768 |         6 | Luce          | De Santis  | 1988-11-13    | HFVMZO52C17N411Z | 2018-07-10     | 622800              | marino74@ricci.it                    |
| 2769 |        16 | Oreste        | Ferraro    | 1983-12-20    | IJRCEH06D17A155F | 2020-12-16     | 622801              | rbianco@hotmail.com                  |
| 2770 |        62 | Concetta      | Basile     | 1978-08-14    | RHVXAZ12S49X988M | 2019-11-06     | 622802              | rebecca.bianco@libero.it             |
| 2773 |        38 | Joshua        | Marchetti  | 1974-09-10    | BBCCTU10I86O826D | 2021-02-19     | 622805              | radames.pagano@deluca.org            |
| 2774 |        37 | Maika         | Longo      | 1986-07-18    | PDEULF09B84O984F | 2021-04-18     | 622806              | amato.filomena@gmail.com             |
| 2775 |        59 | Damiana       | Palmieri   | 1981-08-23    | KSUQAR79X41M768L | 2020-01-28     | 622807              | santo58@libero.it                    |
| 2776 |        63 | Amos          | Longo      | 1980-07-23    | ERAUFC44Z08M760P | 2020-11-07     | 622808              | ngiordano@ferrara.com                |
| 2777 |        38 | Sirio         | Giordano   | 1972-02-25    | LGVWTQ15L66Q781K | 2020-08-13     | 622809              | npellegrino@yahoo.com                |
| 2778 |        48 | Mercedes      | Testa      | 1993-07-18    | ANQQOP19I33S633K | 2020-12-04     | 622810              | aruggiero@negri.com                  |
| 2779 |        26 | Assia         | Morelli    | 1990-07-07    | WQYQHX33Z50R678E | 2018-12-16     | 622811              | ffiore@email.it                      |
| 2781 |        31 | Lia           | Pellegrini | 1971-10-20    | SGVVPH62A93O801L | 2020-08-02     | 622813              | rdonati@email.it                     |
| 2782 |         2 | Alessio       | Giuliani   | 1972-03-31    | TMNWOQ24A15U851G | 2018-09-14     | 622814              | erizzo@costantini.it                 |
| 2783 |        17 | Prisca        | Marino     | 1987-08-23    | HLNOOS29K28Z243V | 2019-07-14     | 622815              | dangelo.giacinta@gmail.com           |
| 2784 |        62 | Manfredi      | Fabbri     | 1981-07-13    | ASRTXX16E97L081F | 2019-10-24     | 622816              | jmessina@lombardo.it                 |
| 2785 |        69 | Gastone       | Cattaneo   | 1974-09-09    | MXTNME29X70E261Q | 2020-10-22     | 622817              | raniero99@libero.it                  |
| 2786 |        65 | Arduino       | Caputo     | 1987-08-08    | QFIOCB97L39Y871S | 2019-06-15     | 622818              | esposito.ettore@hotmail.com          |
| 2787 |        71 | Sarita        | De Angelis | 1976-08-17    | JSKXOA87O00G627V | 2019-04-13     | 622819              | russo.rosolino@gmail.com             |
| 2788 |        66 | Lino          | Ferrara    | 1979-07-05    | SLIJIF13D84I155L | 2019-06-16     | 622820              | bianchi.demian@yahoo.com             |
| 2789 |        48 | Leonardo      | Serra      | 1980-09-09    | GNOZVU66N62X496M | 2019-10-04     | 622821              | caruso.clea@neri.org                 |
| 2790 |        49 | Bettino       | Basile     | 1991-08-04    | ISUWGY11H93E018P | 2021-04-04     | 622822              | obellini@libero.it                   |
| 2791 |        30 | Marina        | Ferretti   | 1978-10-27    | DQUGCG58C55Y518I | 2018-07-19     | 622823              | gelsomina44@email.it                 |
| 2792 |        74 | Sabino        | Ruggiero   | 1993-07-25    | DBAVRG79X61H723L | 2018-10-19     | 622824              | ileana56@basile.com                  |
| 2793 |        46 | Filomena      | Palumbo    | 1977-06-19    | LRUPAT37F14N488L | 2019-02-03     | 622825              | deluca.soriana@hotmail.com           |
| 2794 |        39 | Gianmarco     | Giordano   | 1993-02-24    | LXLSBU77H22R689F | 2018-08-31     | 622826              | claudia.cattaneo@gmail.com           |
| 2796 |        31 | Modesto       | Martini    | 1971-06-17    | WSWMZK58N40V223S | 2019-10-17     | 622828              | galli.radio@grassi.org               |
| 2797 |        36 | Miriam        | Testa      | 1985-03-31    | TLAXWB48O61X335O | 2019-04-01     | 622829              | aleone@damico.com                    |
| 2798 |        65 | Marieva       | Romano     | 1983-06-24    | DREUNB71M02A024X | 2020-09-28     | 622830              | caruso.giorgio@ferraro.com           |
| 2799 |         4 | Jelena        | Milani     | 1992-03-13    | VEGHBK81H52Q797H | 2018-12-21     | 622831              | ferretti.donatella@email.it          |
| 2801 |        16 | Piccarda      | Grasso     | 1976-10-18    | YQMYLT54G71S024W | 2021-04-15     | 622833              | domingo.grasso@libero.it             |
| 2802 |        42 | Olimpia       | Ferretti   | 1993-04-13    | ZASVJF90I97B727D | 2018-07-26     | 622834              | caruso.armando@martino.com           |
| 2803 |        20 | Costanzo      | Martinelli | 1985-11-16    | XWCHPV24E05T179I | 2018-11-08     | 622835              | amato.rosita@lombardo.it             |
| 2804 |        47 | Vania         | Mariani    | 1983-10-31    | QRZRAS77A56K511E | 2020-12-10     | 622836              | amato.orfeo@hotmail.com              |
| 2806 |        55 | Marina        | Rizzi      | 1983-10-20    | KTVVSC82P93C550P | 2021-02-21     | 622838              | santoro.mariapia@hotmail.com         |
| 2807 |        25 | Boris         | Mazza      | 1990-10-17    | VMOJVZ65M95G447Y | 2019-09-12     | 622839              | mariapia56@morelli.it                |
| 2809 |        75 | Quirino       | Pellegrino | 1974-12-12    | VSZAIC16Z07F975W | 2018-06-21     | 622841              | hbattaglia@libero.it                 |
| 2811 |        19 | Emilia        | Fontana    | 1973-08-11    | ZLUHGU93I64I888X | 2020-08-21     | 622843              | flaviana.serra@gatti.it              |
| 2812 |         4 | Cesidia       | Palmieri   | 1987-05-25    | APVPIB10E54V050Z | 2020-12-06     | 622844              | pellegrini.miriana@coppola.com       |
| 2813 |        68 | Xavier        | Rizzo      | 1976-09-02    | JYOMUG03T61N416M | 2020-03-21     | 622845              | conte.maika@yahoo.it                 |
| 2814 |        49 | Emilia        | Vitale     | 1983-03-03    | HSYZGG85Z18B440O | 2019-03-14     | 622846              | jmarino@gmail.com                    |
| 2815 |        66 | Jarno         | Negri      | 1976-12-08    | HMIQVP64V96W143S | 2020-10-31     | 622847              | ninfa34@email.it                     |
| 2816 |         3 | Serse         | Palmieri   | 1977-02-26    | RYEPSP17V96X884E | 2021-01-02     | 622848              | nico18@yahoo.com                     |
| 2817 |        34 | Rocco         | Coppola    | 1988-01-07    | UWBQDT71O90A429Y | 2020-04-22     | 622849              | vania.grassi@colombo.net             |
| 2818 |        49 | Vinicio       | Donati     | 1977-07-10    | ZUWHMI65E31A462V | 2020-11-01     | 622850              | zconte@yahoo.com                     |
| 2819 |        68 | Sandro        | Coppola    | 1981-01-18    | QDXWMH95W20D171U | 2018-11-25     | 622851              | esposito.dylan@yahoo.it              |
| 2822 |        69 | Quasimodo     | Messina    | 1981-03-19    | QTCUZL91E34W262C | 2018-07-29     | 622854              | giobbe.conte@yahoo.com               |
| 2823 |        16 | Karim         | Farina     | 1983-08-28    | YRMUYN28R39V415V | 2020-02-02     | 622855              | leone.kai@sala.com                   |
| 2824 |        35 | Noel          | Ferretti   | 1979-04-06    | GKXGVA08E07A585Y | 2021-05-18     | 622856              | monti.laerte@vitale.it               |
| 2825 |        60 | Muzio         | Silvestri  | 1987-12-18    | YKAOBA66C49D544Z | 2018-11-08     | 622857              | xdesantis@colombo.com                |
| 2826 |        73 | Doriana       | De Angelis | 1972-01-17    | BYIUWH99L98K279H | 2020-08-25     | 622858              | gallo.marco@email.it                 |
| 2827 |        53 | Ciro          | Martini    | 1980-10-17    | SHODUT96V88U383W | 2021-04-21     | 622859              | ferrari.luigi@grassi.org             |
| 2828 |        70 | Zelida        | Mazza      | 1975-09-17    | HVWBAU17T90Y521S | 2020-07-12     | 622860              | barone.diamante@farina.com           |
| 2829 |        36 | Matilde       | Mariani    | 1979-04-05    | CCIUHL27T99D685K | 2019-09-10     | 622861              | soriana14@pellegrino.it              |
| 2830 |         8 | Lucrezia      | Neri       | 1988-11-07    | QMUMLN01R28W428C | 2020-09-12     | 622862              | alan86@libero.it                     |
| 2831 |        72 | Loretta       | Conte      | 1984-06-03    | VQWKES01E63A568V | 2019-01-11     | 622863              | agentile@email.it                    |
| 2832 |        36 | Fortunata     | Bianco     | 1992-04-29    | TBMMUW29I20N840G | 2019-04-18     | 622864              | jarno.esposito@yahoo.com             |
| 2833 |         3 | Sarita        | Moretti    | 1991-03-30    | UGJWOE75V93D991I | 2019-10-16     | 622865              | valentini.sesto@yahoo.com            |
| 2836 |        31 | Vinicio       | Riva       | 1975-09-03    | ZPMUVP10Y07V352R | 2020-07-21     | 622868              | soriana.neri@hotmail.com             |
| 2837 |        49 | Pierfrancesco | Longo      | 1977-11-11    | YXUYED33S19V066R | 2020-10-21     | 622869              | rufo.ferrari@martino.org             |
| 2838 |         9 | Gianmarco     | Fiore      | 1988-03-27    | FZCIXB82K05J163C | 2019-03-14     | 622870              | maria.ferraro@monti.org              |
| 2839 |        64 | Ninfa         | Benedetti  | 1994-07-05    | UJUGNC74T09G344K | 2021-05-01     | 622871              | neri.vitale@yahoo.com                |
| 2840 |        66 | Gilda         | D'angelo   | 1974-01-03    | ISYVUV02G89J178H | 2019-10-28     | 622872              | lbattaglia@sorrentino.com            |
| 2842 |        61 | Augusto       | Rossi      | 1980-09-08    | ZHAXJZ58E31F411U | 2020-06-04     | 622874              | elga.martinelli@rossetti.it          |
| 2843 |        54 | Nazzareno     | Giordano   | 1989-05-05    | NKEIJH58T66U728O | 2019-06-20     | 622875              | nmartinelli@carbone.com              |
| 2844 |        55 | Rosolino      | Neri       | 1991-09-25    | OCXFKE74S51B262Q | 2021-03-02     | 622876              | vesposito@deangelis.com              |
| 2845 |        32 | Miriam        | Rossi      | 1980-08-23    | FZVAPV05G09K084O | 2020-06-19     | 622877              | luce.monti@ferrari.it                |
| 2846 |        19 | Zelida        | De Santis  | 1983-11-18    | SDACOO65O95H377V | 2020-03-22     | 622878              | lvalentini@libero.it                 |
| 2848 |        59 | Modesto       | D'angelo   | 1994-02-28    | HZZWRG22J75I509D | 2019-03-28     | 622880              | filomena88@ricci.it                  |
| 2849 |        18 | Vera          | Rossetti   | 1971-10-13    | EZLQGU94T63V273C | 2020-06-25     | 622881              | concetta24@hotmail.com               |
| 2850 |         1 | Alessandro    | Rossi      | 1978-09-26    | DMJOFJ48P42K438U | 2019-04-10     | 622882              | maristella.rossetti@yahoo.it         |
| 2852 |        41 | Costantino    | Rossi      | 1975-06-10    | UJDVDQ80M13U836N | 2019-11-06     | 622884              | csanna@gmail.com                     |
| 2853 |         3 | Gelsomina     | Conti      | 1977-04-12    | GMAAGT72U29F856C | 2020-07-15     | 622885              | mancini.felicia@hotmail.com          |
| 2854 |        63 | Boris         | Esposito   | 1980-08-29    | ETHTKX14L99Z739B | 2021-06-09     | 622886              | sibilla.russo@basile.it              |
| 2856 |        70 | Akira         | Rossi      | 1987-03-07    | VUUJRW94N69D726Q | 2021-02-22     | 622888              | jgiuliani@moretti.com                |
| 2857 |        74 | Ermes         | Vitali     | 1993-05-08    | RANFHV68T83P638Y | 2018-08-05     | 622889              | hsanna@villa.org                     |
| 2858 |         9 | Artes         | Gentile    | 1989-06-10    | HWHQVU13M99R877Y | 2021-03-11     | 622890              | odone.basile@serra.com               |
| 2859 |        23 | Caio          | Fabbri     | 1989-03-02    | JLHKXQ46C48Z659L | 2020-04-08     | 622891              | artes93@libero.it                    |
| 2860 |        58 | Leone         | Caruso     | 1980-04-04    | VVJHXQ22Z02R657N | 2020-03-01     | 622892              | audenico08@fontana.com               |
| 2861 |        57 | Carmelo       | Ferretti   | 1973-02-18    | ATWDHC71V26B247A | 2019-03-10     | 622893              | boris36@yahoo.com                    |
| 2862 |        11 | Rebecca       | Leone      | 1981-02-04    | WTWJRT18R33N438X | 2019-05-30     | 622894              | mazza.amedeo@yahoo.it                |
| 2864 |        41 | Evita         | Martini    | 1982-06-02    | BSTYEN66X27I324V | 2019-07-31     | 622896              | wnegri@hotmail.com                   |
| 2865 |        40 | Lucrezia      | Gatti      | 1980-10-31    | NVNLWA44K02G601F | 2020-05-01     | 622897              | silvestri.marianita@email.it         |
| 2867 |        47 | Eufemia       | Guerra     | 1975-04-26    | XXVVXL18U46J591I | 2020-11-08     | 622899              | bernardi.italo@yahoo.it              |
| 2868 |        71 | Costantino    | Morelli    | 1992-01-03    | IYOGNE25B96B187Y | 2020-09-18     | 622900              | mancini.sasha@yahoo.it               |
| 2869 |        55 | Jelena        | Milani     | 1975-06-20    | NSOSBK70D57E932A | 2019-09-21     | 622901              | maria59@gmail.com                    |
| 2871 |         3 | Doriana       | Fabbri     | 1993-05-16    | THVBWI14S85L451G | 2019-06-22     | 622903              | kai.fontana@email.it                 |
| 2872 |        37 | Emidio        | Rossi      | 1972-07-21    | WQVCBF28E21X017F | 2020-12-14     | 622904              | irene.martinelli@yahoo.it            |
| 2873 |        26 | Eufemia       | Fiore      | 1982-10-22    | WDQNPZ69Q03X411K | 2018-08-12     | 622905              | anselmo78@ferretti.it                |
| 2874 |        43 | Eustachio     | Mancini    | 1994-12-07    | NYMTCB06O47E979T | 2019-08-30     | 622906              | olimpia94@yahoo.it                   |
| 2875 |        25 | Lauro         | Montanari  | 1991-09-17    | CRKURS72S16M989Q | 2020-11-02     | 622907              | gsilvestri@marino.it                 |
| 2876 |        14 | Giulietta     | Damico     | 1979-07-14    | EUMKOE44N23Q825P | 2020-08-24     | 622908              | dante.costa@gmail.com                |
| 2877 |        38 | Antonio       | Ferrara    | 1971-09-08    | HZJHYZ66D61A414G | 2018-08-15     | 622909              | tosca.russo@sanna.com                |
| 2878 |        47 | Ivonne        | Rossi      | 1982-03-17    | PWWJYM45I21B386P | 2018-09-21     | 622910              | sorrentino.neri@yahoo.com            |
| 2879 |        50 | Antonino      | De rosa    | 1989-03-13    | GEJCEM85A30N709M | 2020-11-11     | 622911              | nadir.grassi@carbone.it              |
| 2880 |         8 | Laura         | Santoro    | 1975-12-09    | SNHZCC06C51E273Q | 2019-08-24     | 622912              | rosolino48@yahoo.com                 |
| 2881 |        70 | Elga          | Gallo      | 1972-05-18    | TGFQAZ84J64J138L | 2020-07-07     | 622913              | egidio.ferretti@gmail.com            |
| 2882 |        39 | Elsa          | Ferrari    | 1992-07-07    | NEWHFC34Z68M299E | 2020-09-25     | 622914              | iruggiero@email.it                   |
| 2883 |        18 | Sasha         | Vitali     | 1973-09-24    | RFTHUY56H47T069Z | 2019-12-11     | 622915              | erminia.sala@email.it                |
| 2884 |        67 | Gilda         | Bianchi    | 1989-12-29    | SFTKFY32R81G206B | 2019-11-30     | 622916              | sanna.eriberto@pellegrino.it         |
| 2885 |        10 | Zelida        | Carbone    | 1994-05-02    | ZMBFBZ85L00A287B | 2020-02-22     | 622917              | esposito.sirio@fiore.net             |
| 2886 |        42 | Clea          | Martini    | 1978-12-07    | XIJVMZ53V04D861T | 2019-02-17     | 622918              | fabio27@yahoo.com                    |
| 2887 |        52 | Shaira        | Messina    | 1977-10-20    | CBEZCB99M15B968N | 2021-02-27     | 622919              | armando.martino@conte.com            |
| 2893 |        67 | Cleopatra     | De Angelis | 1974-10-23    | PUXDYB39M84O656B | 2019-03-18     | 622925              | noel.ferri@gmail.com                 |
| 2895 |        41 | Kris          | Martinelli | 1972-04-07    | GPAFVC63X74L760A | 2021-02-05     | 622927              | fserra@colombo.it                    |
| 2897 |        31 | Samira        | Ricci      | 1984-07-02    | JRPRPL83I94H679A | 2020-12-13     | 622929              | ruggiero.loretta@email.it            |
| 2898 |        35 | Elga          | Donati     | 1982-07-08    | PVIWWW80A93G587L | 2021-04-05     | 622930              | piererminio.rossetti@neri.it         |
| 2899 |        31 | Lorenzo       | De luca    | 1989-04-20    | EKICMY95D02V136G | 2019-03-13     | 622931              | kociss.pellegrino@hotmail.com        |
| 2900 |        56 | Lia           | Giordano   | 1971-08-07    | GCXAWW62O73C283T | 2020-12-12     | 622932              | mariagiulia.valentini@ferretti.com   |
| 2901 |        36 | Olimpia       | Piras      | 1990-01-28    | LDVXVR15M88N131L | 2018-08-05     | 622933              | miriana11@email.it                   |
| 2903 |        74 | Laura         | Bernardi   | 1993-02-09    | DLLIXJ06D08U551H | 2018-07-15     | 622935              | ethan.sorrentino@gmail.com           |
| 2904 |        31 | Ingrid        | Moretti    | 1992-12-13    | HZNGPN15G58X406K | 2020-02-21     | 622936              | carmelo93@hotmail.com                |
| 2905 |        44 | Flavio        | D'amico    | 1975-01-28    | STKKIU43D12P944S | 2020-09-17     | 622937              | eufemia01@email.it                   |
| 2906 |         5 | Samira        | Farina     | 1983-02-16    | GOHJLE87A01D775I | 2018-07-19     | 622938              | leone.miriana@libero.it              |
| 2907 |        40 | Erminio       | Damico     | 1988-01-26    | KTJVXU25L67C538F | 2019-02-23     | 622939              | conti.violante@gmail.com             |
| 2908 |         7 | Damiano       | Bruno      | 1979-12-02    | ZLKAMB97H65H596F | 2020-08-03     | 622940              | romeo.palmieri@gmail.com             |
| 2909 |        43 | Thea          | Fontana    | 1985-06-01    | ZMICRG90O87I711E | 2019-06-18     | 622941              | qdesantis@email.it                   |
| 2910 |        14 | Egisto        | Mazza      | 1978-08-11    | WYLGTC15W74M025E | 2018-08-05     | 622942              | iacopo98@yahoo.com                   |
| 2911 |        22 | Rosaria       | Ricci      | 1976-05-15    | CUOLFP23D96Q917F | 2018-11-04     | 622943              | lricci@gmail.com                     |
| 2912 |        33 | Egidio        | Grassi     | 1972-11-08    | OHKQYR48Q92U904K | 2020-03-03     | 622944              | laura62@yahoo.com                    |
| 2914 |        52 | Evita         | Longo      | 1985-07-26    | XMOZBM06P69O055K | 2020-07-11     | 622946              | kmarino@hotmail.com                  |
| 2915 |        10 | Rosalba       | Benedetti  | 1983-09-10    | VTRLCT26O89R060E | 2019-03-23     | 622947              | helga.neri@libero.it                 |
| 2916 |        46 | Gavino        | Giuliani   | 1981-06-29    | ZTTEXA48U95E950I | 2020-12-15     | 622948              | irene.montanari@piras.org            |
| 2917 |         2 | Luce          | Rinaldi    | 1971-07-15    | CJFIJY22J98K199V | 2018-08-25     | 622949              | vruggiero@bruno.org                  |
| 2920 |        55 | Giorgio       | Damico     | 1992-12-27    | ENTONZ17F57N348H | 2020-10-03     | 622952              | basile.ninfa@barbieri.it             |
| 2921 |        61 | Elda          | Caruso     | 1983-12-18    | IWTMRT43E33N530B | 2020-12-17     | 622953              | osvaldo85@email.it                   |
| 2924 |        55 | Abramo        | Barbieri   | 1987-11-29    | HAIGOE95G29Z748I | 2018-06-21     | 622956              | gallo.antonio@grasso.net             |
| 2926 |        28 | Ortensia      | Bruno      | 1976-08-22    | QXDOPF33K19Y377J | 2018-09-03     | 622958              | helga.martino@negri.com              |
| 2928 |        39 | Filomena      | Pagano     | 1977-06-06    | JYFSPC68I09U012O | 2020-10-13     | 622960              | jole46@email.it                      |
| 2929 |        64 | Luigi         | De Santis  | 1984-09-30    | MTMFHF01E36V705B | 2020-01-20     | 622961              | bernardo89@damico.it                 |
| 2931 |        27 | Clea          | Pellegrini | 1981-01-05    | KEIHEQ63T69B103Q | 2021-03-26     | 622963              | erminio.marini@gmail.com             |
